Date,Country,Rating,User,Version,Title,Review
6/28/2013,US,4,iTunesfool,2,No delete? Why?,"I sometimes take pictures of circuit boards of cameras that I am repairing, I do NOT keep these pictures, and I don't want them synced to Everpix!  If pictures are synced, there is no way either from the app or from the web site.  Bad!CORRECTION!!!!!!There is a way to delete pictures from your account.  Must do it from the Everpix website.  There are specific instructions on how to do it in ""Frequently Asked Questions"".  I should have read the FAQ before commenting, update stars from 3 to 4."
6/28/2013,US,2,MCS technologies,2,Delete 👎,"There is no way to delete photos from this app, and the web interface only lets u delete 1 photo at a time.  This is a key feature - especially since photos and groups of photos get synced and and no way to delete them. Thumbs down. Boo !!"
6/28/2013,US,3,adam photos,2,Goooood ~,Nice~!!  like a Cymera Gallery. :D
6/28/2013,GB,5,jpsjsj,2,Awesome,"Awesome app, rediscovered so many old photos. So easy to use and it processes everything so quickly. Got my 30,000+ library in there very quickly!"
6/28/2013,US,1,jupebox,2,Delete.....,"You cannot delete photos.  If you could delete, it would be a 4.5 star app.  Without deleting, it is 1.5 in my book."
6/28/2013,US,1,krish0808,2,Can't get in,"I downloaded the app, signed up. It told me to check email. I did and hit ""complete signup"" but it took me to a page where again I had to type in my email. That again asked me to check email. Frustrated, I deleted app. It is about the first impression."
6/28/2013,US,2,instanttim,2,Loved old UI!,"I do not like the new UI and organization of the photos. The old way was more attractive and easier to find things when I knew the month. I like some of the changes like easy access to the ""flashback"" and combining sources, moments, and highlights. But the presentation is a step backwards!"
6/28/2013,US,5,Shaman Moon,2,Sigh...no longer works,"After updating to the newest version, this app no longer works on my iPad2. It starts to open then immediately closes. Wish there was a way to downgrade."
6/28/2013,US,1,Xtnshun,2,Sorry I updated,"I should have learned by now.  When I try to explore ""food"" it crashes.  I've reset the iPad but it still does it,  so I would recommend holding off.The latest version syncs much better, is quicker in most cases but has increased the number of ""clicks"" to get to the things I use.  Plus I'm not sure the layout is better.I'm sure they'll improve things but it highlights to me how much a subscription service could be devalued with a bad redesign ."
6/28/2013,US,4,Travis Wu,2,Non-stop,It's just getting better non-stop.  This is the first paid photo hosting / discovery service I'm using and I would recommend this highly!  They fine tune all features at all time made it faster and easier to use.
6/27/2013,SE,4,berntm,1.5.5,Det alla bildslarvrar behöver,"Jag har bilder i min Mac, iphone, Picasa, Flickr m fl ställen. Det visade sig att inte ens jag har koll på alla mina bilder - tack vare Everpix hittade jag bilder jag inte ens visste var borta.Som grädde över i, söker Everpix igenom min mail och hittar hundratals bilder jag har fått och ""inte hunnit med"" att lägga i iPhoto. Nu törst jag säga att jag har koll."
6/27/2013,DK,5,Keld Viftrup Moeller,2,Perfekt,Bedste måde at dele mange billeder på og få overblik over sine billeder
6/27/2013,GB,3,JackSlash,2,It just got harder,The app doesn't rotate and now the explore feature is hidden away and hard to find. This update feels like a step backward.
6/27/2013,FR,5,Kpouer,2,Excellent,"Un flux de photo puissance mille, il garde toutes vos photos de l'année précédente gratuitement et en plus très agréable à parcourir. Et sur abonnement garde toute votre collection. Un moyen agréable de revoir d'anciennes photos qu'on ne regardait jamais"
6/27/2013,US,5,Kadrey,1.5.5,I love it,"Everpix has changed how my iOS devices and photographs interact. No longer do I need to worry about syncing different Aperture projects or albums to my iOS devices before the fact. Instead, the Everpix apps allow me to access all of my photos at any time from any of my iOS devices, as long as I have an Internet connection.Perhaps more importantly, Everpix has created an online, off-site copy of my entire photograph collection--around 4,400 total. I don't know if I would consider this a backup, as a local app on my iMac constantly syncs with my Aperture library. Still, knowing that I have my photos in one more place lifts some worry.Finally, Everpix has helped me rediscover old photos and events by sending me daily memory emails. Everpix picks a couple of photos from a random moment in my collection and emails them to me every morning. Fun! Sometimes I forward these emails to friends or family members who might like seeing them, which has led to some enjoyable conversations.All in all, I have enjoyed this service, and plan on resubscribing when my current subscription expires.One thing I would like to see: a portrait view in the iPad app."
6/27/2013,CA,4,SMG199,2,Disappointed,"I have a paid subscription to Everpix and I thought it was great until the new update. We no longer get the source view which made it easier to find pics through named folders. With 35000+ photos over 13 years, only having dates makes it difficult to find specific trips, for example."
6/27/2013,CA,5,SueBeee4,2,Amazing,"This app is in my Top 3. The best way to peruse your pictures, to share with others, and to re-discover pictures you forgot you had."
6/26/2013,US,5,Soyaspade,1.5.5,Fantastic App,I love the ease of sharing photos and auto syncing photos from my phone.
6/25/2013,US,5,Mikepollock,1.5.5,Great,"This works exceptionally well. My only issue was I didn't set the date in my camera back in 2000, so my pictures showed a 1969 default date. I had to go in and adjust the exif date, which was kind if a pain to find software that would do it, but shootshifter worked great for that.  A few suggestions I would make:1) allow user to add comments into the jog. There are fields that would be great if we could add, and them search for this key words. 2) do the same thing for movies! I have a ton if movies that I have taken over the years and would love to find a service that does the same thing!Very happy with this service. I have about 24k pictures now stored on everpix. The speed that my iPhone 4s is able to access the pictures is amazing! Those that have LTE will be blown away. Plus the interface with Apple TV, it is great.  Again, add video, an this would be almost perfect."
6/24/2013,IL,5,Ofir Dagan,1.5.5,Magnificent !!!,Great appEven greater service
6/24/2013,IT,4,Sogno 2000,1.5.5,Ok,Molto utile
6/23/2013,US,4,B duh sbux dhe,1.5.5,Notify when new postings occur?,I like everpix a lot.  I wish it would notify me when new photos have been posted (from my husband's phone).
6/22/2013,GB,5,Adavb1,1.5.5,Great,So helpful. Wish I'd found this ages ago. Saves so much time with pics
6/22/2013,US,5,Caleb's Apple iPhone,1.5.5,"Excellent, keep growing","I've been subscribed for several months and have really enjoyed the ability to sync, backup, and share photos for my family without really any effort on my part. I hope they continue to update with more features - particularly organizational and ways to discard of junk photos."
6/17/2013,US,5,jalapeño,1.5.5,Flawless,"Does exactly what it says on the tin. Takes ALL your photos, backs them up to the cloud, organizes them in all kinds of useful and beautiful ways, and makes them available to you through the web or great iOS apps. Impressive, important, useful."
6/15/2013,US,5,Sisensee,1.5.5,Great app!,Great app and great service!! Love the memory emails!
6/14/2013,GB,5,Paul Cook,1.5.5,Brilliant app!,"Love this app, syncs beautifully with phone and PC to store, discover and share photos. Can't wait to see what they do next!"
6/14/2013,US,3,sternchocolates,1.5.5,Some good some bad,"I like how quickly it vacuums up all my photos. But I hate that I can't delete photos in everpix and have them deleted everywhere. and it seems that even when I delete photos from sources everpix is using, they don't dissappear in everpix. also would like to be abl to just simply scroll through all my photos like cameraroll. I don't like that it automatically selects and categorizes as it's not very accurate, i have hundreds of food and chocolate pictures, and none of them appear in the food section of everpix."
6/13/2013,US,5,Typography Fool,1.5.5,Great photo back up,"Awesome, really quick way to back up photos in the cloud. Highly recommend if you snap a lot."
6/12/2013,FR,5,RonchonG,1.5.5,Le renouveau de l'album photo,"Comment retrouver gout à faire des photos plus régulièrement, à les partager et surtout à les redécouvrir plusieurs mois ou plusieurs années plus tard grâce aux emails envoyés par everpix. Le découverte de l'année en terme de service cloud en ce qui me concerne."
6/11/2013,US,3,os4,1.5.5,Great (but huge caveat),"The service is fantastic, being able to consolidate photos from all of my devices. Everything is automatic. Wonderful to see all our family's photos in one place. The big downside is that Everpix does not want to consider itself a backup solution. Given that this is now the one place all of our photos are, the company's attitude highlights how fragile the value is in the service. If I can't stop worrying about the backup of my photos, Everpix becomes a huge liability."
6/10/2013,US,5,MattCampy,1.5.5,Great Photo Sharing App,"Everpix provides me a simple solution to sharing my library of over 30,000 photos with anyone I want. It's a very slick solution to the inaccessible external hard drive."
6/9/2013,US,5,Shravan Kumar n,1.5.5,Good app ...,I have few suggestions:1. Wish there is scope for tagging and organising pictures into folders like in Picasa and Flicker. 2. Wish there is scope to include a comment for picture or folder. Apart from these two I feel this is the best image backup and organising app ever on AppStore. Great idea and great initiative - keep it up guys.
6/8/2013,US,5,PolishManiak,1.5.5,Very slick,Super easy to set up and use.  Takes some time for your images to be processed but a great tool to back up and organize your photos across devices!
6/8/2013,US,5,BigGameFan,1.5.5,Perfect service for me,Just wanted a shared place where my wife and I could store and enjoy our photos which are stores across multiple computers.  Now we actually get to look at them
6/7/2013,IL,5,SiDoctor,1.5.5,Very fun and usefull,"If you don't ever look at your photos after you took them, this app will change this"
6/7/2013,US,5,cuhrayzee,1.5.5,Beautiful,Looks and works great.
6/7/2013,US,5,Flipuser,1.5.5,"200,000+ Photos...Love it.","Everpix is awesome. Our family is discovering photos (""moments"") which we had forgotten. There's been several nights recently where we sit around the computer pushing the ""Randomizer"" button to see what photos Everpix will decide to display!  We truly have over 200,000 pics uploaded from many years of family photos (yes, we take lots).  Took a week to fully upload.  I have catalogs by year in Adobe Lightroom but find that it's much quicker to locate a ""moment"" by searching Everpix, especially if I am unsure of the exact time.  It's also great to have access to all photos anytime/anywhere from my iPhone!"
6/7/2013,US,5,Walrusgrl,1.5.5,Awesome!,We love the morning update where you see pics from the same date over previous years.
6/7/2013,US,5,DaveMerrill,1.5.5,Outstanding design,"This app and service are a cut above anything similar, I have huge respect for their design sensibilities. Worth it 1000%."
6/7/2013,US,5,Daddy-O!!!,1.5.5,Heck YES!!,Super great!  I love this!
6/6/2013,US,5,stevecooley,1.5.5,Love it!,Ever pix solves the problem of multiple family members being able to put all their images into one place automatically.  It's great.
6/5/2013,GB,5,Popodopodos,1.5.5,Wow,Unbelievable app that does exactly what it says. I hope this becomes a global phenomena because it deserves to be!
6/5/2013,GB,5,andy_warrick,1.5.5,Great app,Very pleased with this. Seamlessly combines all of my iPhone photos and my DSLR photos stored on my Mac.
6/5/2013,CH,5,Meravino,1.5.5,ðŸ‘,Everpix Ã¨ un servizio eccezionale che consente di avere accesso alle proprie foto da ovunque. Ne sono altamente soddisfatto.
6/5/2013,US,5,Pan Robert,1.5.5,Best photo organizer on market,can't find any negative
6/4/2013,US,5,dismory,1.5.5,Excellent,Manage and backup photos have never been easy like this.
6/3/2013,US,4,It's RICO!,1.5.5,"Great app, but","Everything works very well. The Explore feature (filter by animals, nature, people, etc) doesn't work well. But I love the rest. Very much expecting to pay for a subscription after the trial is done. One thing that is terribly frustrating is how difficult it is to download multiple photos to my phone. You have to do it one at a time. Ugh lame!"
6/3/2013,US,5,RamseyCascade,1.5.5,All my family photos available for viewing,I really like that I can have all my family photos available for viewing on my iPhone and iPad and don't have to worry about running out of memory on my devices.
6/1/2013,US,5,bradleychambers28,1.5.5,Wonderful,An online photo service that isn't a social network: finally!
5/31/2013,US,5,ericandi,1.5.5,Best photo storage and sharing site bar none,Amazing apps as well as website and Mac and Window's PC uploaders.
5/29/2013,US,3,Alex Leung,1.5.5,"Awesome for backups, but...","On some occasions, I go into the app. Tap Sources...then it all goes black. Nothing and it doesn't respond to any commands. Only by killing the app and starting it again does it fix it."
5/28/2013,FR,5,fredarmand,1.5.5,Super,Partage de photos super avec tous les membres de la famille
5/27/2013,US,5,Beyder28,1.5.5,Game changer,Finally! An app that eliminates the need for hard drive space for photos and videos. And no limit on space. Hard not to like. $5 a month is a bargain for what you get.
5/26/2013,GB,5,gadgetgizzard,1.5.5,"Brilliant, just fantastic","This system has changed the way I think about my photographs. Simple, powerful and very beautiful. It is what iPhoto and photo streams should have been."
5/24/2013,KR,5,s.i.o.,1.5.5,íŽ¸ë¦¬í•©ë‹ˆë‹¤,ë¬´ë£Œê³„ì •ìœ¼ë¡œë§Œ í•´ë„ ìµœê·¼1ë…„ ì°ì€ ì‚¬ì§„ ë‹¤ ë³´ê´€í•´ì£¼ê³  ì—¬ëŸ¬ ì»´í“¨í„°ì—ì„œ ë™ì‹œì— syncë¥¼ í•´ë„ ì¤‘ë³µì„ ìž¡ì•„ì£¼ë‹ˆ ì• í”Œ í¬í† ìŠ¤íŠ¸ë¦¼ë³´ë‹¤ íŽ¸ë¦¬í•œ ê²ƒ ê°™ìŠµë‹ˆë‹¤.
5/24/2013,US,4,and there you go,1.5.5,Pretty good,What it does.
5/24/2013,US,5,Sean W. Choe,1.5.5,Photo backup service I was looking for,Everything works flawlessly. I've been using Flickr for 7years and switched to Everpix. Worth every penny. Hope this last forever.
5/24/2013,CA,5,Bad Robot,1.5.5,The Photo App for the Cloud Age,"At first blush, this app doesn't seem to be anything special. Its strengths are subtle. It seems to be just another cloud-photo app. But then you begin to realize that it can sync content from multiple sources. And not just sync, but resolve conflicts and recognize duplicates. Then you notice it will sync up with changes you make in your iPhoto library, or on Google Plus. It reveals itself in layers, as you use it, and slowly grows to become the core of your photo management routine, linking multiple disparate sources together into a cohesive whole. Sure, it has shortcomings. Like, you can't add comments to photos or invite others to comment on them. Hopefully those things will be sorted out in the long term. As it stands, though, this little app is mighty indeed, and well worth your consideration."
5/24/2013,CA,4,Seedublyew,1.5.5,Great Service!,"Uploaded over 40,000 pictures that were on a backup HD but rarely viewed but now can see them all and sync between 3 iOS devices and MacBookAir. Wish the iOS app had the ability to hide or delete pictures, and that images could be rated in order to give them preference to be displayed in the curated views. Otherwise extremely happy!"
5/23/2013,US,5,djjenkins,1.5.5,The perfect online solution,"Wow, so impressed with the app and service. Syncs all the pictures from my wife's and my computers and iPhones. The apps are wonderful too. Great cloud solution for our pictures"
5/23/2013,US,5,Gregory Jones,1.5.5,Terrific,Everpix slurped up my large aperture library in record time and lets me see my pictures on my iPhone and iPad anytime - even offline. It's exactly what I want from a cloud backup. The icing on the cake is the intelligent analysis and the cool ways to explore pictures you forgot you even had.
5/22/2013,IT,5,Spedos,1.5.5,Ottima,"Grande impatto estetico, bella l'idea di proporre immagini scattate nello stesso giorno di anni precedenti"
5/22/2013,IT,5,Gnogno+,1.5.5,Veramente utile,L'ho trovata veramente utile. Finalmente riesco a condividere le fotografie in maniera facile e quasi automatica. I miei amici non dovranno piÃ¹ aspettare mesi prima di avere le mie foto.
5/22/2013,US,4,Hartferrell,1.5.5,Love Everpix,Love how EverPix syncs directly from my phone and computer. I just wish I could hide pictures from my phone and that I could scroll through all my pictures in one place... Kinda like how you scroll through pictures in your camera roll. It would also be nice to be able to create folders to save pictures in. Other than that... I love it!!
5/21/2013,CA,5,NKMISGOD,1.5.3,Great,I love the app.  It does what it promises.I hope they take it to the next level.  Here is what I would live to see1).  Same thing but for all my iPhone movie clips2) face recognition like iPhoto. The experimental stuff in current version is not to good but it is totally co and I'd live to search by a face or something.3) integrate with MS office and iMovie and other MS and Mac apps so pics can be dragged off it right into the app or slideshow rather than needing to download them first to a folder 4) add photo editing SW
5/20/2013,GB,5,Blarmski,1.5.5,Love it love it love it,"Spent years with lovely photos all over the place, tons of duplicates, really difficult to make any sense of. Got Everpix. 2 days later 2,000 images in order, de-duplicated and available for all of us to see on our phones and tablets. Now I take more photos because I know they'll be seen and enjoyed for many years to come.Fine work everybody!"
5/20/2013,AU,5,Zed Seven,1.5.5,Game changer,Most practically cool app I've used since Gmail.
5/20/2013,US,4,orange_4444,1.5.4,Fantastic,Only thing I wish it had was some formOf 2 way sync between everpix and the sources
5/18/2013,PL,5,kjote,1.5.5,Genialne!,"Po prostu...masz komputer i niewiele pamiÄ™ci na dysku + ogromnÄ… i staÅ‚e rosnÄ…cÄ… bibliotekÄ™ zdjÄ™Ä‡, ktÃ³re chcesz mieÄ‡ zawsze przy sobie rÃ³wnieÅ¼ na iPhonie, iPadzie, to ta aplikacja rozwiÄ…zuje ten problem. MoÅ¼esz ustawiÄ‡ np. na telefonie automatyczny import foto do Everpix, i oprÃ³Å¼niaÄ‡ pamiÄ™Ä‡ tel. po wykonaniu zdjÄ™Ä‡. moÅ¼esz import przypisaÄ‡ do miejsca, np. domu gdzie masz WiFi, aplikacja Everpix wykryje moment jak bÄ™dziesz w domu i sama zaimportuje wykonane zdjÄ™cia z rolki aparatu. WisienkÄ… na torcie jest to, Å¼e Everpix porzÄ…dkuje zdjÄ™cia i ukÅ‚ada je w albumy, etc. Wg mnie Must Have!!!"
5/17/2013,IT,5,Diego Petrucci,1.5.5,Utile,"Risolve un grosso problema: elimina il dover gestire le foto e lascia che queste siano godute, invece che organizzate."
5/17/2013,FR,5,Steve2027,1.5.5,Excellent !,La gÃ©nÃ©ration suivante des albums photos est lÃ .
5/17/2013,JP,5,ç”±é¦™å­ é§’äº•,1.5.5,ãƒˆãƒ©ã‚¤ã‚¢ãƒ«ã‹ã‚‰æœ‰æ–™ã«ç§»è¡Œã—ã¾ã—ãŸ,ä»Šã¾ã§flickrã®æœ‰æ–™ä¼šå“¡ã§å†™çœŸã‚’ãƒãƒƒã‚¯ã‚¢ãƒƒãƒ—ã—ã¦ã„ã¾ã—ãŸãŒã€ã“ã‚Œã¯ã™ã¹ã¦è‡ªå‹•ã§è¡Œã£ã¦ãã‚Œã‚‹ã®ãŒã„ã„ã§ã™ã€‚ã‚¿ã‚°æ©Ÿèƒ½ã‚ã‚Œã°å¬‰ã—ã„ã§ã™ã€‚
5/15/2013,GB,5,Fredsherbet,1.5.4,All my photos,So great having ALL my photos with me
5/15/2013,AU,5,tassiecelt,1.5.4,Brilliant,"I've been using Everpix for a few weeks now, I am no stranger to online photo storage, but this is really something I've never seen before.It's fantastic to have all my images uploaded, safe, available, sorted, and without any effort on my part.This is simply the best security for precious photos, bar none."
5/15/2013,US,5,It's RICO!,1.5.4,Great app,"Everything works very well. The Explore feature (filter by animals, nature, people, etc) doesn't work well. But I love the rest. Very much expecting to pay for a subscription after the trial is done. Give it a try - enjoy!"
5/14/2013,US,4,choester,1.5.4,nice,pretty slick! wish it would process raw format and allowed for custom tagging.
5/13/2013,FR,5,miglinof,1.5.4,Beau,TrÃ¨s belle appli...
5/12/2013,US,5,PolishManiak,1.5.4,Very slick,Super easy to set up and use.  Takes some time for your images to be processed but a great tool to back up and organize your photos across devices!
5/12/2013,US,5,Hearthero,1.5.4,Amazing interface,"Great presentation and browsing of ALL 29,000 of my photos"
5/12/2013,US,5,mdale7,1.5.4,Great photo service!,Everpix works great for our family.
5/11/2013,US,5,pazizipa,1.5.4,Awesome app,All photos stored and nicely organized for few tens of $ per year! What a deal. Spectacular support when I had a problem.
5/10/2013,US,3,Hoopdet,1.5.4,Nice but,"Needs to include videos as well. Need to be able to send friends invites from mobile apps. Needs to be able to email photos as attachments directly from app instead of embedded tiny quality images that goes into most people's spam folders. Would be great to choose small, medium, or original size for direct email attachments so grandmas and the like can receive photos without setting up an account. Also need to be able to delete photos from mobile apps."
5/8/2013,US,5,ë„¤ì´îŒµ,1.5.4,Awesome!!!,This app is the best way to view my photos in Flickr!!Everpix + any service = awesome!
5/7/2013,BE,5,adesmarets,1.5.3,Everpix,"Fantastique, pratique, Ã©lÃ©gant..."
5/7/2013,CH,5,Meravino,1.5.4,ðŸ‘,Everpix Ã¨ un servizio eccezionale che consente di avere accesso alle proprie foto da ovunque. Ne sono altamente soddisfatto.
5/7/2013,SG,4,Everpix fan,1.5.4,Thanks for the app!! :),Thanks for the app! Will an Andriod version be coming soon as I may be changing phone
5/6/2013,US,5,Ahmed Abdelmagid,1.5.3,Awesome,Great app
5/6/2013,US,5,MD_R,1.5.3,Great,Love it. Wish it did video.
5/5/2013,US,5,Jared Gallaher,1.5.3,Great,Excellent app. Highly recommended service.
5/4/2013,CA,5,sechilds,1.5.3,Great for backing up and reviewing photos.,Great app.
5/3/2013,PL,5,bukaj20,1.5.3,Polecam,40 000 zdjęć. Działa zgodnie z zapewnieniami.
5/3/2013,FR,4,yves84_2000,1.5.3,Bien,"Super appli, dommage que la version complète soit si chère ."
5/3/2013,US,5,happyic,1.5.3,Great App!,I'm using it every day and it just keeps getting better!
4/30/2013,US,5,Montrico Suarez,1.5.3,very nice,"beautiful app, fantastic web service"
4/29/2013,US,5,Byron_Hadley,1.5.3,Picasa convert,Since Google is trying to make all their services force us to use Google+ (which no one cares about) I needed a place where I could safely photos but still selectively share when needed. Everpix does most of what I need to replace Picasa.
4/28/2013,GB,5,Jazzman88,1.5.3,Stylish & Simple,One great app for easily backing up and saving images.
4/28/2013,CH,5,Meravino,1.5.3,👍,Everpix è un servizio eccezionale che consente di avere accesso alle proprie foto da ovunque. Ne sono altamente soddisfatto.
4/28/2013,US,5,whentheponydies,1.5.3,Awesome,This is what photo stream should have been.
4/28/2013,US,5,Muhammad Mansoor,1.5.3,Excellent,"Excellent app, now all that is missing is the port to other devices"
4/19/2013,US,4,Wmsey,1.5.3,A Great App that Keeps Getting Better,"This may be the best way to show your images to others.  And, importantly, only those that you want to see them. Remarkably good at using all the screen real estate that is available on a specific device. Especially great viewing on an iPad. Also, this apps ability to automatically mirror an iPhoto or an Aperture project is remarkable and very useful.The thumbnail layouts can be a little cute as opposed useful - sometimes the thumbnail crops are just odd. Everpix continues to try and develop algorithms for identifying meta groups within collections but to date these are most often useless.With the display of additional metadata Everpix is an important part of my photographic workflow. The best current platform is the iPad. Great app."
4/24/2013,US,5,Deep_Blue,1.5.3,Great app,"This is a great app, all my photos are uploaded from every device and I can go back in time to see what happens on a specific date! All my problems are solved."
4/23/2013,US,4,Xborg,1.5.3,Really clean,"Wish it synced faster, still working after days, but I know it takes time. And it's so great to have all my pictures backed upFlrever"
4/22/2013,FR,5,Florian Choron,1.5.3,Everpix,Très content de cette application qui me permet d'avoir une sauvegarde de mes photos et de les consulter depuis mon iPad ou iPhone. Elles sont très bien présentées et ça donne envie de les regarder. C'est très simple et ça marche !Le seul bémol par rapport à mon utilisation est le partage avec des amis et la famille. Ils pourront voir les photos partagées en ligne mais ne pourront pas les télécharger (en tout cas je n'ai pas vu comment faire).
4/20/2013,GB,4,IanMulvany,1.5,"Pretty good, but not perfect.",Lightroom sync is capricious.
4/20/2013,DE,4,Heinemannp,1.5.3,"Great stuff and keep improving it, for me way better than picturelife",see subject
4/20/2013,MX,5,radical79,1.5.3,Excelente para almacenar tus fotos,"La versión gratuita sólo te permite ver un año, pero aún así vale mucho la pena."
4/20/2013,US,2,MedStudentI,1.5.3,Not complete syncing!,"It is nice that it puts all your pictures from various sources into one place, but the problem is, that one place is on Everpix servers and they do not allow you to download-snyc those photos to a folder on your computer. So when you take pictures with your phone the files are simply on your phone and in their servers (""the cloud""). The Mac app will only upload files stored on your computer to the cloud, but it will not download any new photos taken from your phone that are in the cloud. I don't see why they wouldn't give us the capability to actually sync folders across devices like Google Drive or Dropbox. In order to get those pictures onto your computer you have to go to their website and download them… and the file names when downloaded are just random letters generated, and there isn't an easy ""one-click download all"". For example, it appears you can only download a Day of photos at once. And then you get this message, ""It may take several minutes to prepare these 3 photos for download. You will receive a download link via email when your photos are ready."" Several minutes, for 3 photos… and you email me a download link,  and the photos  have files names of ""njfnwsejnofocaiweofhncclofiwehnglr.jpg""?"
4/20/2013,US,5,Alex Perlei,1.5.3,Great service and iOS apps,Fantastically thought-through and polished. Would like more feature parity with the web app though.
4/18/2013,US,5,MikeCP,1.5.3,Great idea,I love this service.
4/16/2013,GB,4,Assmater,1.5.3,Look at review below mine.,I agree with Spot. I would also like to add notes to photos.
4/16/2013,GB,4,spot1701,1.5.3,Rediscover Your Photos,This is the service I have always been looking forward. Now all my photos are at my finger tips. I am looking over my old photos more and more now. They are no longer tucked away on the dark recesses of my hard disk. Slick interface and quick uploads. Almost perfect. The only thing missing is the ability to rotate and delete/hide photos from the app. But once it can do that its will be amazing.
4/16/2013,US,4,Domejai,1.5.3,Awesome overall,"I love the automatic functions.  The lay out is functional and serves a purpose.   Wish we could see regular grid thumbnail view as well. Also in export the abilities to post titles Orr file names with postFuture, have ability to keep iPhoto people data for sorting album making."
4/16/2013,US,4,Dad999999,1.5.3,Amazing app,"Fantastic app, totally worth it. Why Apple hasn't built something like this into iPhoto is beyond me.  One improvement please: the synching needs work - I get too many notifications telling me synching has paused and to open the app to resume."
4/16/2013,US,4,Robert Ward,1.5.3,Fantastic,I love not having to think about organizing all my pictures in on place. Everpix does it all for me! Fantastic app.
4/15/2013,CH,5,Oliver Flammer,1.5.3,Good Photostream Replacement,"Highly recommended app and a good replacement for the iOS photo app! Visually appealing, cloud based and clearly arranged to accelarate the look-up of pictures. A search functionality would be welcome."
4/14/2013,GB,5,jagosilver,1.5.3,Excellent so far,"Hoping it will still be when it's got my 75,000+ photos from my Mac on it. The guys behind it are ex-Apple so I'm confident!UPDATE:It now has 141,000+ of my photos on it, amazing service, great app."
4/14/2013,US,5,Adam Lawrence,1.5.3,Awesome,Works like a charm.
4/13/2013,AU,5,fiveoceans,1.5.2,Top!!!,Top!!!
4/12/2013,FR,5,Kpouer,1.5.3,Excellent,"Un flux de photo puissance mille, il garde toutes vos photos de l'année précédente gratuitement et en plus très agréable à parcourir. Et sur abonnement garde toute votre collection. Un moyen agréable de revoir d'anciennes photos qu'on ne regardait jamais"
4/10/2013,US,5,whentheponydies,1.5.2,Perfect,Works just as advertised. Amazing app and service.
4/8/2013,GB,4,Projectzme,1.5.2,Make your photos work for you,"While it is possible to make a backup of your photos on Dropbox or Gdrive it always irked me that they were just shoved there like the old photos in a shoe box. Everpix takes the photos out of the shoebox and provides you with the sort of interactive photo album your dad wished he had had.There are things which everpix could add, links into Flickr, 500px, output to photo books (physical) however as well as this app being special, the website is genius too, it adapts to the screensize you are using automatically..And if you were thinking of looking at Adobe Revel... I use that too, don't, talk about a stale project... Everpix outshines in everyway.."
4/8/2013,FI,4,Majakovski,1.5.2,The best private photosharing service,"Everpix is a really well designed and developed private photo sharing service for all your photos. it gets a lot of little details right, like sharing private photos to friends who are not Everpix users (the most common scenario). It has clean UI, the browsing of photos is fast and it automatically organizes your photos to meaningful moments."
4/8/2013,US,5,djbressler,1.5.2,3 words,Download. This. App.It's what Apple's photo stream should be (and more).
4/7/2013,DK,5,Keld Viftrup Moeller,1.5.2,Perfekt,Bedste måde at dele mange billeder på og få overblik over sine billeder
4/7/2013,US,5,iMBz,1.5.2,Great app,This is the best photo storage and display solution I have used. Easy to set up and it works great. I signed up for the one year plan.
4/6/2013,US,5,Roozbeh Meghdadi,1.5.2,Love it,It's like photostream on steroid.
4/6/2013,CA,5,Happysquishy,1.5.2,Nicely done,This is app development at its finest. The need? Seeing your photos. The solution? Everpix. Nailed it.
4/5/2013,FR,4,Jupava,1.5.2,Une photothèque toujours disponible !,"Que voilà un service internet intelligent et pratique!Photographe passionné depuis 25 ans, je possède une photothèque conséquente d'environ 35000 clichés triés, optimisés avec des données IPTC toutes renseignées. Le jonglage est quasi-quotidien entre les disques durs, le NAS, les différents postes de travail (maison, bureau, portable) pour sauvegarder et gérer cette collection.Avec Everpix, la visualisation de ces images, et donc la navigation au milieu de 25 ans de souvenirs familiaux ou non, devient facile, rapide et sans nécessiter de maîtrise des outils logiciels lourds. Tout le monde adore : les enfants, mon épouse, mes copains, et moi aussi car je redécouvre des clichés oubliés.Le mode ""highlights"" est plutôt pertinent dans la sélection des images forces, même s'il reste perfectible.Le mode ""explore"" est anecdotique à mon avis.Plusieurs regrets que des évolutions futures corrigeront je l'espère :1/ pas de recherche par mot clé ou code IPTC...2/ une même clé USB (ou disque dur) synchronisée sur des ordinateurs différents sera vue comme autant de sources différentes et ne fera que créer des doublons... Dommage à l'ère de la mobilité...3/ impossibilité d'exclure un répertoire, un événement ou un cliché  au sein d'une synchronisation à partir d'iPhoto ou de Lightroom. Certaines photos doivent donc préalablement être retirées de la photothèque afin de conserver leur caractère privée (photo de nus ou photos chirurgicales professionnelles ne devant pas tombées sous les yeux des enfants...)4/ dernier point : la synchro des fichiers bruts RAW ferait d'Everpix un formidable outil de sauvegarde, pour ceux possédant une ligne synchrone à haut débit ascendant et descendant.Photographes amateurs ou non, essayez ce service et vous serez conquis.Bravo aux concepteurs.Olivier"
4/5/2013,FR,5,Antho8533,1.5.2,Excellente appli,Vraiment très bien.
4/5/2013,US,5,Daniel Barach,1.5.2,Great!,"Excellent UI, and frankly, a far better Photostream."
4/5/2013,US,5,nickhnry,1.5.2,Love it.,Great solution to backing up all my photos.
4/5/2013,US,5,Michael Parker,1.5.2,The best way to manage photos,A joy to use
4/5/2013,CA,5,JAERI,1.5.2,Fantastic app,"Finally I am able to browse old pix easily. I keep discovering pictures from the past. Just great, well thought out clean user interface."
